accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.049515753984451294,4.584469318389893,0.11347517371177673,4.346229076385498,0.0010000000474974513,1
0.12290274351835251,3.93440842628479,0.19094380736351013,3.8347413539886475,0.0010000000474974513,2
0.17350974678993225,3.6197712421417236,0.23677031695842743,3.385035276412964,0.0010000000474974513,3
0.19969990849494934,3.4276576042175293,0.265139102935791,3.1118760108947754,0.0010000000474974513,4
0.21456827223300934,3.2581498622894287,0.29569011926651,2.9608798027038574,0.0010000000474974513,5
0.2254808396100998,3.1827280521392822,0.2967812418937683,2.877953290939331,0.0010000000474974513,6
0.2500340938568115,3.078585386276245,0.30441898107528687,2.803574562072754,0.0010000000474974513,7
0.2523530125617981,3.00533127784729,0.3213311433792114,2.7526743412017822,0.0010000000474974513,8
0.26872187852859497,2.957301616668701,0.3213311433792114,2.725527048110962,0.0010000000474974513,9
0.2728140652179718,2.913722276687622,0.32951444387435913,2.678461790084839,0.0010000000474974513,10
0.2734961211681366,2.8663508892059326,0.3366066515445709,2.664884567260742,0.0010000000474974513,11
0.29422998428344727,2.817401885986328,0.32951444387435913,2.6534745693206787,0.0010000000474974513,12
0.28877371549606323,2.7954559326171875,0.33987998962402344,2.6318962574005127,0.0010000000474974513,13
0.2890465259552002,2.775998115539551,0.35024550557136536,2.595388174057007,0.0010000000474974513,14
0.2991406321525574,2.731963634490967,0.36770322918891907,2.566962480545044,0.0010000000474974513,15
0.3025508224964142,2.7108962535858154,0.3496999442577362,2.573274850845337,0.0010000000474974513,16
0.3022780120372772,2.68666672706604,0.3557010293006897,2.5545144081115723,0.0010000000474974513,17
0.32178419828414917,2.654526710510254,0.34588107466697693,2.5520236492156982,0.0010000000474974513,18
0.3142818212509155,2.6362552642822266,0.35024550557136536,2.543509006500244,0.0010000000474974513,19
0.3221934139728546,2.6124393939971924,0.359519898891449,2.5185763835906982,0.0010000000474974513,20
0.3166007399559021,2.5934646129608154,0.3578832447528839,2.5250515937805176,0.0010000000474974513,21
0.3202837407588959,2.6001791954040527,0.3709765374660492,2.5209102630615234,0.0010000000474974513,22
0.32887735962867737,2.5449721813201904,0.3627932369709015,2.49298095703125,0.0010000000474974513,23
0.33392444252967834,2.5606541633605957,0.3557010293006897,2.492809534072876,0.0010000000474974513,24
0.3320147395133972,2.5403504371643066,0.3589743673801422,2.493978500366211,0.0010000000474974513,25
0.3365161716938019,2.5275139808654785,0.3617021143436432,2.486562728881836,0.0010000000474974513,26
0.3400627374649048,2.5146496295928955,0.3731587529182434,2.4719901084899902,0.0010000000474974513,27
0.34606465697288513,2.5148704051971436,0.3649754524230957,2.4790873527526855,0.0010000000474974513,28
0.34292730689048767,2.5093486309051514,0.3709765374660492,2.4845755100250244,0.0010000000474974513,29
0.34674668312072754,2.479203224182129,0.3791598379611969,2.471592903137207,0.0010000000474974513,30
